user,items
565,"['chicken', 'yogurt', 'butter milk', 'candy', 'bottled beer', 'meat', 'rolls/buns', 'liquor', 'shopping bags', 'salty snack']"
566,"['chicken', 'yogurt', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'whole milk', 'soft cheese', 'root vegetables', 'frankfurter']"
567,"['yogurt', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'brown bread', 'salty snack', 'frozen meals', 'whole milk', 'coffee']"
568,"['yogurt', 'cat food', 'bottled beer', 'candy', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'detergent']"
569,"['yogurt', 'bottled beer', 'canned beer', 'meat', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'frozen meals']"
570,"['yogurt', 'rolls/buns', 'brown bread', 'butter', 'whole milk', 'fruit/vegetable juice', 'root vegetables', 'herbs', 'ham']"
571,"['yogurt', 'bottled beer', 'candy', 'rolls/buns', 'cream cheese', 'dessert', 'salty snack', 'berries', 'whole milk', 'butter']"
572,"['yogurt', 'beef', 'rolls/buns', 'cream cheese', 'UHT-milk', 'semi-finished bread', 'whole milk', 'fruit/vegetable juice', 'root vegetables', 'herbs']"
573,"['chicken', 'butter milk', 'canned beer', 'canned fish', 'chocolate', 'cream cheese', 'shopping bags', 'UHT-milk', 'brown bread', 'whole milk']"
574,"['candy', 'canned beer', 'brown bread', 'berries', 'mustard', 'detergent', 'cling film/bags', 'bottled beer', 'whole milk', 'rolls/buns']"
575,"['beef', 'canned beer', 'candy', 'condensed milk', 'rolls/buns', 'shopping bags', 'butter', 'whole milk', 'coffee', 'fruit/vegetable juice']"
576,"['yogurt', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'frozen meals', 'whole milk', 'coffee', 'fruit/vegetable juice']"
577,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'root vegetables', 'brown bread', 'berries', 'butter', 'whole milk', 'coffee']"
578,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'UHT-milk', 'frozen meals', 'semi-finished bread', 'whole milk']"
579,"['yogurt', 'bottled beer', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'pickled vegetables', 'salty snack', 'whole milk', 'pastry']"
580,"['yogurt', 'canned beer', 'rolls/buns', 'shopping bags', 'butter', 'salty snack', 'pastry', 'fruit/vegetable juice', 'pet care', 'chewing gum']"
581,"['cat food', 'yogurt', 'canned beer', 'rolls/buns', 'shopping bags', 'salty snack', 'whole milk', 'pastry', 'fruit/vegetable juice', 'root vegetables']"
582,"['yogurt', 'bottled beer', 'rolls/buns', 'cream cheese', 'UHT-milk', 'butter', 'salty snack', 'whole milk', 'berries', 'chewing gum']"
583,"['canned beer', 'bottled beer', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread', 'semi-finished bread', 'pastry', 'fruit/vegetable juice', 'chewing gum']"
584,"['yogurt', 'beef', 'canned beer', 'meat', 'hard cheese', 'rolls/buns', 'cream cheese', 'pickled vegetables', 'frozen meals', 'salty snack']"
585,"['yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'dessert', 'semi-finished bread', 'whole milk', 'pastry']"
586,"['cat food', 'beef', 'hard cheese', 'rolls/buns', 'brown bread', 'salty snack', 'dessert', 'whole milk', 'coffee', 'butter']"
587,"['yogurt', 'cat food', 'canned beer', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'UHT-milk', 'frozen meals']"
588,"['bottled beer', 'canned beer', 'liquor', 'rolls/buns', 'shopping bags', 'pastry', 'root vegetables']"
589,"['cat food', 'beef', 'flour', 'rolls/buns', 'hard cheese', 'shopping bags', 'dessert', 'frozen meals', 'butter', 'whole milk']"
590,"['candy', 'canned beer', 'flour', 'bottled beer', 'condensed milk', 'whole milk', 'pastry', 'hard cheese', 'rolls/buns', 'shopping bags']"
591,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'rolls/buns', 'UHT-milk', 'butter', 'frozen meals', 'whole milk', 'coffee']"
592,"['yogurt', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'berries', 'whole milk']"
593,"['chicken', 'beef', 'canned beer', 'candy', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'whole milk']"
594,"['chicken', 'beef', 'bottled beer', 'canned beer', 'flour', 'brown bread', 'butter', 'whole milk', 'soft cheese', 'coffee']"
595,"['chicken', 'yogurt', 'beef', 'canned beer', 'meat', 'chocolate', 'rolls/buns', 'cream cheese', 'pickled vegetables', 'butter']"
596,"['meat', 'chocolate', 'condensed milk', 'rolls/buns', 'liquor', 'brown bread', 'butter', 'UHT-milk', 'whole milk', 'coffee']"
597,"['yogurt', 'butter milk', 'candy', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'berries', 'pickled vegetables', 'whole milk']"
598,"['chicken', 'canned beer', 'shopping bags', 'frozen meals', 'whole milk', 'dish cleaner', 'fruit/vegetable juice', 'pastry', 'herbs', 'frankfurter']"
599,"['yogurt', 'butter milk', 'bottled beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'salty snack', 'berries', 'whole milk', 'pastry']"
600,"['yogurt', 'bottled beer', 'condensed milk', 'rolls/buns', 'hard cheese', 'shopping bags', 'pickled vegetables', 'brown bread', 'butter', 'whole milk']"
601,"['chicken', 'yogurt', 'chocolate', 'hard cheese', 'cream cheese', 'shopping bags', 'dessert', 'UHT-milk', 'semi-finished bread', 'whole milk']"
602,"['chicken', 'canned beer', 'meat', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'UHT-milk']"
603,"['chicken', 'beef', 'bottled beer', 'flour', 'rolls/buns', 'cream cheese', 'shopping bags', 'pickled vegetables', 'semi-finished bread', 'whole milk']"
604,"['beef', 'bottled beer', 'canned beer', 'butter milk', 'rolls/buns', 'UHT-milk', 'salty snack', 'mustard', 'whole milk', 'pastry']"
605,"['candy', 'canned beer', 'chocolate', 'shopping bags', 'salty snack', 'mustard', 'pastry', 'onions']"
606,"['candy', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'dessert', 'whole milk', 'semi-finished bread']"
607,"['yogurt', 'beef', 'bottled beer', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'frozen meals', 'berries']"
608,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'meat', 'canned beer', 'chocolate', 'rolls/buns', 'dessert', 'whole milk']"
609,"['yogurt', 'bottled beer', 'canned beer', 'candy', 'condensed milk', 'shopping bags', 'brown bread', 'frozen meals', 'whole milk', 'pastry']"
610,"['beef', 'canned beer', 'flour', 'butter', 'mustard', 'cat food', 'bottled beer', 'whole milk', 'soft cheese', 'pastry']"
611,"['yogurt', 'bottled beer', 'candy', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'mustard', 'whole milk']"
612,"['beef', 'canned beer', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'pickled vegetables', 'UHT-milk', 'semi-finished bread', 'whole milk']"
613,"['chicken', 'yogurt', 'bottled beer', 'candy', 'hard cheese', 'rolls/buns', 'berries', 'semi-finished bread', 'whole milk', 'coffee']"
614,"['yogurt', 'beef', 'candy', 'meat', 'chocolate', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'brown bread', 'UHT-milk']"
615,"['chicken', 'yogurt', 'beef', 'canned beer', 'meat', 'rolls/buns', 'shopping bags', 'butter', 'frozen meals', 'whole milk']"
616,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'liquor', 'shopping bags', 'brown bread']"
617,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'butter', 'whole milk', 'coffee', 'root vegetables']"
618,"['yogurt', 'canned beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'dessert', 'brown bread', 'pickled vegetables', 'whole milk']"
619,"['yogurt', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'liquor', 'shopping bags', 'UHT-milk', 'dessert', 'frozen meals']"
620,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'chocolate', 'shopping bags', 'brown bread', 'butter', 'frozen meals', 'mustard']"
621,"['yogurt', 'butter milk', 'rolls/buns', 'UHT-milk', 'pickled vegetables', 'whole milk', 'soft cheese', 'root vegetables', 'frankfurter', 'onions']"
622,"['chicken', 'yogurt', 'beef', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'UHT-milk', 'berries', 'whole milk']"
623,"['yogurt', 'beef', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'fruit/vegetable juice', 'chewing gum']"
624,"['chicken', 'yogurt', 'beef', 'canned beer', 'meat', 'candy', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread']"
625,"['beef', 'canned beer', 'flour', 'butter', 'berries', 'detergent', 'herbs', 'cling film/bags', 'meat', 'whole milk']"
626,"['yogurt', 'beef', 'butter milk', 'meat', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'butter', 'salty snack']"
627,"['butter milk', 'canned beer', 'rolls/buns', 'cream cheese', 'brown bread', 'salty snack', 'soft cheese', 'whole milk', 'fruit/vegetable juice']"
628,"['chicken', 'yogurt', 'bottled beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'salty snack', 'berries', 'whole milk']"
629,"['chicken', 'yogurt', 'cat food', 'bottled beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'pickled vegetables', 'whole milk', 'coffee']"
630,"['beef', 'butter milk', 'rolls/buns', 'shopping bags', 'whole milk', 'coffee', 'fruit/vegetable juice', 'canned fish']"
631,"['chicken', 'yogurt', 'beef', 'bottled beer', 'canned beer', 'butter milk', 'chocolate', 'condensed milk', 'rolls/buns', 'shopping bags']"
632,"['chicken', 'yogurt', 'cat food', 'beef', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'UHT-milk', 'dessert']"
633,"['chicken', 'yogurt', 'beef', 'bottled beer', 'condensed milk', 'liquor', 'rolls/buns', 'pickled vegetables', 'butter', 'whole milk']"
634,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'pastry']"
635,"['cat food', 'yogurt', 'bottled beer', 'candy', 'chocolate', 'condensed milk', 'rolls/buns', 'brown bread', 'whole milk', 'coffee']"
636,"['yogurt', 'candy', 'rolls/buns', 'brown bread', 'butter', 'whole milk', 'coffee', 'pastry', 'frankfurter']"
637,"['cat food', 'beef', 'bottled beer', 'canned beer', 'meat', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'whole milk']"
638,"['yogurt', 'beef', 'canned beer', 'shopping bags', 'brown bread', 'butter', 'semi-finished bread', 'whole milk', 'root vegetables', 'herbs']"
639,"['cat food', 'yogurt', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'pickled vegetables', 'frozen meals', 'salty snack', 'whole milk']"
640,"['yogurt', 'canned beer', 'bottled beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'pickled vegetables', 'frozen meals', 'salty snack']"
641,"['chicken', 'yogurt', 'bottled beer', 'canned beer', 'chocolate', 'rolls/buns', 'brown bread', 'frozen meals', 'whole milk', 'coffee']"
642,"['yogurt', 'cat food', 'butter milk', 'canned beer', 'rolls/buns', 'berries', 'whole milk', 'pastry', 'root vegetables']"
643,"['yogurt', 'beef', 'canned beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'butter', 'berries', 'whole milk']"
644,"['bottled beer', 'meat', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'frozen meals', 'brown bread', 'whole milk', 'soft cheese', 'detergent']"
645,"['yogurt', 'butter milk', 'canned beer', 'chocolate', 'rolls/buns', 'shopping bags', 'dessert', 'UHT-milk', 'semi-finished bread', 'whole milk']"
646,"['yogurt', 'butter milk', 'canned beer', 'rolls/buns', 'shopping bags', 'dessert', 'berries', 'whole milk', 'pastry']"
647,"['beef', 'canned beer', 'meat', 'flour', 'liquor', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'butter']"
648,"['chicken', 'cat food', 'butter milk', 'canned beer', 'bottled beer', 'mayonnaise', 'rolls/buns', 'liquor', 'UHT-milk', 'brown bread']"
649,"['chicken', 'yogurt', 'canned beer', 'rolls/buns', 'shopping bags', 'dessert', 'brown bread', 'whole milk', 'coffee', 'dish cleaner']"
650,"['chicken', 'yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'shopping bags', 'frozen meals', 'coffee', 'detergent', 'pastry']"
651,"['chicken', 'yogurt', 'bottled beer', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'dessert', 'whole milk', 'pastry']"
652,"['yogurt', 'candy', 'rolls/buns', 'shopping bags', 'brown bread', 'salty snack', 'dessert', 'mustard', 'whole milk', 'frankfurter']"
653,"['yogurt', 'cat food', 'canned beer', 'flour', 'rolls/buns', 'UHT-milk', 'mustard', 'whole milk', 'root vegetables', 'salt']"
654,"['canned beer', 'candy', 'rolls/buns', 'cream cheese', 'whole milk', 'pastry']"
655,"['yogurt', 'canned beer', 'meat', 'bottled beer', 'rolls/buns', 'cream cheese', 'butter', 'whole milk', 'cake bar', 'root vegetables']"
656,"['yogurt', 'butter milk', 'canned beer', 'beef', 'rolls/buns', 'cream cheese', 'UHT-milk', 'butter', 'brown bread', 'whole milk']"
657,"['yogurt', 'beef', 'chocolate', 'condensed milk', 'rolls/buns', 'dessert', 'semi-finished bread', 'pastry', 'fruit/vegetable juice', 'root vegetables']"
658,"['yogurt', 'bottled beer', 'canned beer', 'candy', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'whole milk']"
659,"['chicken', 'yogurt', 'canned beer', 'meat', 'bottled beer', 'rolls/buns', 'cream cheese', 'UHT-milk', 'butter', 'whole milk']"
660,"['yogurt', 'candy', 'meat', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'pickled vegetables', 'whole milk', 'coffee']"
661,"['yogurt', 'chocolate', 'chewing gum', 'condensed milk', 'rolls/buns', 'cream cheese', 'shopping bags', 'UHT-milk', 'butter', 'whole milk']"
662,"['butter milk', 'bottled beer', 'candy', 'hard cheese', 'rolls/buns', 'liquor', 'shopping bags', 'brown bread', 'berries', 'UHT-milk']"
663,"['yogurt', 'butter milk', 'canned beer', 'chocolate', 'condensed milk', 'rolls/buns', 'shopping bags', 'brown bread', 'semi-finished bread', 'whole milk']"
664,"['canned beer', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'pet care', 'dog food']"
665,"['beef', 'brown bread', 'butter', 'detergent', 'herbs', 'cling film/bags', 'cat food', 'bottled beer', 'whole milk', 'rolls/buns']"
666,"['yogurt', 'butter milk', 'bottled beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'dessert', 'whole milk', 'coffee']"
667,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'hard cheese', 'flour', 'rolls/buns', 'shopping bags', 'brown bread', 'butter']"
668,"['chicken', 'yogurt', 'cat food', 'beef', 'candy', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'berries']"
669,"['chicken', 'yogurt', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'fruit/vegetable juice', 'dog food', 'frankfurter', 'chewing gum']"
670,"['yogurt', 'butter milk', 'canned beer', 'meat', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'UHT-milk', 'salty snack']"
671,"['cat food', 'yogurt', 'chocolate', 'condensed milk', 'rolls/buns', 'cream cheese', 'whole milk', 'soft cheese', 'pastry', 'fruit/vegetable juice']"
672,"['yogurt', 'meat', 'chewing gum', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread', 'mustard', 'coffee', 'whole milk']"
673,"['chicken', 'yogurt', 'bottled beer', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'whole milk', 'detergent', 'pastry']"
674,"['cat food', 'butter milk', 'canned beer', 'rolls/buns', 'brown bread', 'dessert', 'UHT-milk', 'whole milk', 'coffee', 'butter']"
675,"['butter milk', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'berries', 'dessert', 'whole milk', 'coffee', 'cake bar']"
676,"['yogurt', 'beef', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'dessert', 'salty snack', 'butter', 'coffee']"
677,"['chicken', 'cat food', 'yogurt', 'butter milk', 'canned beer', 'bottled beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'berries']"
678,"['chicken', 'yogurt', 'cat food', 'beef', 'bottled beer', 'condensed milk', 'rolls/buns', 'cream cheese', 'semi-finished bread', 'whole milk']"
679,"['yogurt', 'cat food', 'beef', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'berries']"
680,"['beef', 'canned beer', 'candy', 'flour', 'brown bread', 'chocolate marshmallow', 'cling film/bags', 'cat food', 'condensed milk', 'soft cheese']"
681,"['yogurt', 'butter milk', 'bottled beer', 'candy', 'beef', 'chocolate', 'flour', 'rolls/buns', 'cream cheese', 'dessert']"
682,"['flour', 'brown bread', 'salty snack', 'berries', 'whole milk', 'pastry', 'hard cheese', 'rolls/buns', 'cream cheese', 'dessert']"
683,"['chicken', 'yogurt', 'canned beer', 'chocolate', 'brown bread', 'butter', 'frozen meals', 'whole milk', 'mustard', 'berries']"
684,"['yogurt', 'butter milk', 'canned beer', 'meat', 'chocolate', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'salty snack']"
685,"['candy', 'meat', 'bottled beer', 'chocolate', 'condensed milk', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'dessert']"
686,"['canned beer', 'flour', 'brown bread', 'salty snack', 'mustard', 'detergent', 'chewing gum', 'cling film/bags', 'bottled beer', 'whole milk']"
687,"['yogurt', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'UHT-milk', 'whole milk']"
688,"['yogurt', 'butter milk', 'canned beer', 'bottled beer', 'meat', 'rolls/buns', 'cream cheese', 'shopping bags', 'liquor', 'butter']"
689,"['yogurt', 'canned beer', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'whole milk', 'root vegetables', 'frankfurter']"
690,"['chicken', 'yogurt', 'bottled beer', 'candy', 'meat', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'berries', 'brown bread']"
691,"['cat food', 'yogurt', 'hard cheese', 'rolls/buns', 'liquor', 'pickled vegetables', 'salty snack', 'butter', 'whole milk', 'coffee']"
692,"['yogurt', 'butter milk', 'beef', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'dessert', 'whole milk']"
693,"['chicken', 'yogurt', 'cat food', 'beef', 'bottled beer', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'brown bread']"
694,"['beef', 'canned beer', 'meat', 'bottled beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'cream cheese', 'condensed milk', 'brown bread']"
695,"['yogurt', 'cat food', 'canned beer', 'bottled beer', 'rolls/buns', 'shopping bags', 'UHT-milk', 'brown bread', 'semi-finished bread', 'whole milk']"
696,"['chicken', 'yogurt', 'cat food', 'bottled beer', 'liquor', 'rolls/buns', 'shopping bags', 'brown bread', 'frozen meals', 'UHT-milk']"
697,"['yogurt', 'beef', 'canned beer', 'condensed milk', 'rolls/buns', 'shopping bags', 'whole milk', 'coffee', 'pastry', 'root vegetables']"
698,"['chicken', 'beef', 'canned beer', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'frozen meals']"
699,"['yogurt', 'bottled beer', 'liquor', 'rolls/buns', 'brown bread', 'butter', 'frozen meals', 'whole milk', 'dessert', 'frankfurter']"
700,"['cat food', 'yogurt', 'bottled beer', 'chocolate', 'hard cheese', 'rolls/buns', 'shopping bags', 'dessert', 'UHT-milk', 'pickled vegetables']"
701,"['chicken', 'beef', 'bottled beer', 'brown bread', 'butter', 'whole milk', 'pastry', 'fruit/vegetable juice', 'root vegetables', 'salt']"
702,"['chicken', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'hard cheese', 'brown bread', 'butter', 'pickled vegetables', 'whole milk']"
703,"['canned beer', 'meat', 'bottled beer', 'rolls/buns', 'shopping bags', 'UHT-milk', 'whole milk', 'coffee', 'frankfurter']"
704,"['yogurt', 'beef', 'mayonnaise', 'flour', 'hard cheese', 'rolls/buns', 'brown bread', 'salty snack', 'berries', 'whole milk']"
705,"['butter milk', 'bottled beer', 'canned beer', 'chocolate', 'flour', 'rolls/buns', 'shopping bags', 'berries', 'butter', 'whole milk']"
706,"['chicken', 'yogurt', 'beef', 'canned beer', 'condensed milk', 'rolls/buns', 'flour', 'brown bread', 'salty snack', 'whole milk']"
707,"['canned beer', 'chocolate', 'rolls/buns', 'salty snack', 'butter', 'whole milk', 'onions']"
708,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'liquor', 'rolls/buns', 'shopping bags', 'cream cheese', 'butter', 'brown bread']"
709,"['chicken', 'yogurt', 'beef', 'candy', 'butter milk', 'hard cheese', 'rolls/buns', 'flour', 'dessert', 'butter']"
710,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'semi-finished bread']"
711,"['beef', 'bottled beer', 'meat', 'canned beer', 'flour', 'shopping bags', 'UHT-milk', 'brown bread', 'whole milk', 'detergent']"
712,"['yogurt', 'beef', 'bottled beer', 'canned beer', 'butter milk', 'flour', 'rolls/buns', 'cream cheese', 'UHT-milk', 'frozen meals']"
713,"['yogurt', 'bottled beer', 'meat', 'mayonnaise', 'rolls/buns', 'shopping bags', 'butter', 'whole milk', 'detergent', 'root vegetables']"
714,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'candy', 'chocolate', 'liquor', 'shopping bags', 'brown bread', 'dessert']"
715,"['chicken', 'cat food', 'yogurt', 'beef', 'bottled beer', 'chocolate', 'cream cheese', 'dessert', 'salty snack', 'pickled vegetables']"
716,"['chicken', 'yogurt', 'canned beer', 'bottled beer', 'candy', 'rolls/buns', 'cream cheese', 'brown bread', 'dessert', 'UHT-milk']"
717,"['chicken', 'yogurt', 'beef', 'bottled beer', 'chocolate', 'flour', 'rolls/buns', 'cream cheese', 'dessert', 'brown bread']"
718,"['yogurt', 'butter milk', 'chewing gum', 'hard cheese', 'rolls/buns', 'liquor', 'shopping bags', 'dessert', 'berries', 'frozen meals']"
719,"['yogurt', 'beef', 'bottled beer', 'hard cheese', 'rolls/buns', 'frozen meals', 'whole milk', 'root vegetables', 'chewing gum']"
720,"['chicken', 'yogurt', 'beef', 'canned beer', 'bottled beer', 'mayonnaise', 'rolls/buns', 'shopping bags', 'salty snack', 'semi-finished bread']"
721,"['yogurt', 'butter milk', 'candy', 'meat', 'canned beer', 'chocolate', 'bottled beer', 'flour', 'rolls/buns', 'beef']"
722,"['yogurt', 'butter milk', 'candy', 'canned beer', 'hard cheese', 'rolls/buns', 'shopping bags', 'UHT-milk', 'berries', 'whole milk']"
723,"['chicken', 'yogurt', 'bottled beer', 'canned beer', 'rolls/buns', 'brown bread', 'salty snack', 'semi-finished bread', 'whole milk', 'pastry']"
724,"['chicken', 'yogurt', 'cat food', 'beef', 'chocolate', 'rolls/buns', 'shopping bags', 'brown bread', 'dessert', 'whole milk']"
725,"['chicken', 'yogurt', 'beef', 'rolls/buns', 'cream cheese', 'shopping bags', 'brown bread', 'butter', 'whole milk', 'coffee']"
726,"['yogurt', 'butter milk', 'candy', 'bottled beer', 'chocolate', 'rolls/buns', 'butter', 'whole milk', 'pastry', 'dish cleaner']"
727,"['yogurt', 'flour', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'semi-finished bread', 'whole milk', 'coffee', 'brown bread']"
728,"['chicken', 'yogurt', 'butter milk', 'canned beer', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'dessert', 'pickled vegetables']"
729,"['chicken', 'yogurt', 'butter milk', 'canned beer', 'beef', 'shopping bags', 'brown bread', 'dessert', 'salty snack', 'whole milk']"
730,"['yogurt', 'beef', 'bottled beer', 'chocolate', 'flour', 'liquor', 'rolls/buns', 'UHT-milk', 'salty snack', 'butter']"
731,"['beef', 'bottled beer', 'meat', 'rolls/buns', 'shopping bags', 'brown bread', 'butter', 'whole milk', 'coffee', 'detergent']"
732,"['yogurt', 'bottled beer', 'canned beer', 'chocolate', 'hard cheese', 'shopping bags', 'brown bread', 'berries', 'salty snack', 'whole milk']"
733,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'meat', 'chocolate', 'rolls/buns', 'UHT-milk', 'brown bread', 'whole milk']"
734,"['cat food', 'bottled beer', 'canned beer', 'meat', 'chocolate', 'candy', 'condensed milk', 'rolls/buns', 'dessert', 'butter']"
735,"['bottled beer', 'candy', 'chocolate', 'rolls/buns', 'shopping bags', 'UHT-milk', 'salty snack', 'butter', 'fruit/vegetable juice']"
736,"['chicken', 'yogurt', 'beef', 'canned beer', 'meat', 'condensed milk', 'rolls/buns', 'shopping bags', 'salty snack', 'whole milk']"
737,"['chicken', 'rolls/buns', 'cream cheese', 'frozen meals', 'whole milk', 'root vegetables', 'onions']"
738,"['chicken', 'canned beer', 'bottled beer', 'mayonnaise', 'rolls/buns', 'shopping bags', 'brown bread', 'whole milk', 'mustard', 'pastry']"
739,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'canned beer', 'beef', 'rolls/buns', 'salty snack', 'berries', 'whole milk']"
740,"['chicken', 'yogurt', 'beef', 'canned beer', 'meat', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'pickled vegetables']"
741,"['yogurt', 'canned beer', 'candy', 'chocolate', 'rolls/buns', 'shopping bags', 'butter', 'salty snack', 'whole milk', 'soft cheese']"
742,"['chicken', 'yogurt', 'butter milk', 'bottled beer', 'candy', 'beef', 'rolls/buns', 'cream cheese', 'pickled vegetables', 'berries']"
743,"['yogurt', 'chocolate', 'hard cheese', 'rolls/buns', 'cream cheese', 'shopping bags', 'pickled vegetables', 'butter', 'salty snack', 'whole milk']"
744,"['yogurt', 'cat food', 'beef', 'candy', 'bottled beer', 'chocolate', 'condensed milk', 'rolls/buns', 'brown bread', 'dessert']"
745,"['yogurt', 'butter milk', 'bottled beer', 'candy', 'meat', 'chocolate', 'rolls/buns', 'cream cheese', 'shopping bags', 'berries']"
746,"['chocolate', 'condensed milk', 'rolls/buns', 'flour', 'pickled vegetables', 'UHT-milk', 'semi-finished bread', 'whole milk', 'brown bread', 'chocolate marshmallow']"
747,"['yogurt', 'candy', 'mayonnaise', 'rolls/buns', 'cream cheese', 'dessert', 'butter', 'whole milk', 'pastry', 'root vegetables']"
748,"['canned beer', 'bottled beer', 'rolls/buns', 'whole milk', 'pet care', 'frankfurter']"
749,"['chicken', 'cat food', 'yogurt', 'beef', 'rolls/buns', 'shopping bags', 'salty snack', 'frozen meals', 'whole milk', 'butter']"
750,"['chicken', 'yogurt', 'candy', 'canned beer', 'chocolate', 'mayonnaise', 'rolls/buns', 'shopping bags', 'pickled vegetables', 'butter']"
751,"['yogurt', 'beef', 'bottled beer', 'canned beer', 'meat', 'chocolate', 'flour', 'cream cheese', 'brown bread', 'UHT-milk']"
752,"['chicken', 'canned beer', 'candy', 'chocolate', 'hard cheese', 'rolls/buns', 'flour', 'shopping bags', 'salty snack', 'butter']"
